UF,Ano,CID10,Total
MS,2014,Feto e recém-nascido afetados por outras formas de descolamento da placenta e hemorragia,17
MS,2014,Feto e recém-nascido afetados por ruptura prematura das membranas,14
MS,2014,Outras,429
MS,2015,Malformação não especificada do coração,34
MS,2015,Septicemia bacteriana não especificada do recém-nascido,31
MS,2015,Síndrome da angústia respiratória do recém-nascido,30
MS,2015,Feto e recém-nascido afetados por ruptura prematura das membranas,18
MS,2015,Anencefalia,13
MS,2015,Outras,389
MT,2000,Insuficiência respiratória do recém-nascido,112
MT,2000,Síndrome da angústia respiratória do recém-nascido,107
MT,2000,Septicemia bacteriana não especificada do recém-nascido,81
MT,2000,Malformação não especificada do coração,54
MT,2000,Diarréia e gastroenterite de origem infecciosa presumível,48
MT,2000,Outras,691
MT,2001,Insuficiência respiratória do recém-nascido,105
MT,2001,Síndrome da angústia respiratória do recém-nascido,98
MT,2001,Septicemia bacteriana não especificada do recém-nascido,76
MT,2001,Diarréia e gastroenterite de origem infecciosa presumível,36
MT,2001,Afecções originadas no período perinatal não especificadas,33
MT,2001,Outras,630
MT,2002,Insuficiência respiratória do recém-nascido,112
MT,2002,Síndrome da angústia respiratória do recém-nascido,91
MT,2002,Septicemia bacteriana não especificada do recém-nascido,62
MT,2002,Diarréia e gastroenterite de origem infecciosa presumível,35
MT,2002,Malformação não especificada do coração,31
MT,2002,Outras,617
MT,2003,Síndrome da angústia respiratória do recém-nascido,81
MT,2003,Insuficiência respiratória do recém-nascido,79
MT,2003,Septicemia bacteriana não especificada do recém-nascido,69
MT,2003,Diarréia e gastroenterite de origem infecciosa presumível,31
MT,2003,Malformação não especificada do coração,29
MT,2003,Outras,572
MT,2004,Síndrome da angústia respiratória do recém-nascido,99
MT,2004,Septicemia bacteriana não especificada do recém-nascido,88
MT,2004,Insuficiência respiratória do recém-nascido,71
MT,2004,Malformação não especificada do coração,39
MT,2004,Septicemia não especificada,33
MT,2004,Outras,600
MT,2005,Síndrome da angústia respiratória do recém-nascido,73
MT,2005,Insuficiência respiratória do recém-nascido,70
MT,2005,Septicemia bacteriana não especificada do recém-nascido,66
MT,2005,Malformação não especificada do coração,38
MT,2005,Feto e recém-nascido afetados por ruptura prematura das membranas,33
MT,2005,Outras,652
MT,2006,Septicemia bacteriana não especificada do recém-nascido,55
MT,2006,Síndrome da angústia respiratória do recém-nascido,53
MT,2006,Malformação não especificada do coração,31
MT,2006,Septicemia não especificada,30
MT,2006,Outras causas mal definidas e as não especificadas de mortalidade,23
MT,2006,Outras,606
MT,2007,Síndrome da angústia respiratória do recém-nascido,72
MT,2007,Septicemia bacteriana não especificada do recém-nascido,48
MT,2007,Malformação não especificada do coração,36
MT,2007,Feto e recém-nascido afetados por ruptura prematura das membranas,22
MT,2007,Outros recém-nascidos de pré-termo,21
MT,2007,Outras,531
MT,2008,Síndrome da angústia respiratória do recém-nascido,66
MT,2008,Septicemia bacteriana não especificada do recém-nascido,61
MT,2008,Malformação não especificada do coração,29
MT,2008,Feto e recém-nascido afetados por ruptura prematura das membranas,20
MT,2008,Imaturidade extrema,18
MT,2008,Outras,561
MT,2009,Septicemia bacteriana não especificada do recém-nascido,50
MT,2009,Síndrome da angústia respiratória do recém-nascido,49
MT,2009,Feto e recém-nascido afetados por ruptura prematura das membranas,22
MT,2009,Malformação não especificada do coração,22
MT,2009,Feto e recém-nascido afetados por outras formas de descolamento da placenta e hemorragia,22
MT,2009,Outras,593
MT,2010,Septicemia bacteriana não especificada do recém-nascido,50
MT,2010,Síndrome da angústia respiratória do recém-nascido,39
MT,2010,Septicemia não especificada,29
MT,2010,Outros recém-nascidos de pré-termo,26
MT,2010,Pneumonia não especificada,24
MT,2010,Outras,540
MT,2011,Septicemia bacteriana não especificada do recém-nascido,59
MT,2011,Síndrome da angústia respiratória do recém-nascido,46
MT,2011,Malformação não especificada do coração,30
MT,2011,Septicemia não especificada,26
MT,2011,Outras causas mal definidas e as não especificadas de mortalidade,21
MT,2011,Outras,539
MT,2012,Septicemia bacteriana não especificada do recém-nascido,41
MT,2012,Síndrome da angústia respiratória do recém-nascido,38
MT,2012,Malformação não especificada do coração,38
MT,2012,Infecção própria do período perinatal não especificada,33
MT,2012,Imaturidade extrema,26
MT,2012,Outras,518
MT,2013,Septicemia bacteriana não especificada do recém-nascido,59
MT,2013,Síndrome da angústia respiratória do recém-nascido,43
MT,2013,Malformação não especificada do coração,25
MT,2013,Pneumonia não especificada,23
MT,2013,Feto e recém-nascido afetados por transtornos maternos hipertensivos,21
MT,2013,Outras,587
MT,2014,Síndrome da angústia respiratória do recém-nascido,61
MT,2014,Septicemia bacteriana não especificada do recém-nascido,61
MT,2014,Malformação não especificada do coração,35
MT,2014,Pneumonia não especificada,21
MT,2014,Feto e recém-nascido afetados por transtornos maternos hipertensivos,19
MT,2014,Outras,612
MT,2015,Septicemia bacteriana não especificada do recém-nascido,61
MT,2015,Síndrome da angústia respiratória do recém-nascido,39
MT,2015,Malformação não especificada do coração,28
MT,2015,Septicemia não especificada,27
MT,2015,Feto e recém-nascido afetados por ruptura prematura das membranas,25
MT,2015,Outras,578
GO,2000,Síndrome da angústia respiratória do recém-nascido,171
GO,2000,Insuficiência respiratória do recém-nascido,138
GO,2000,Septicemia bacteriana não especificada do recém-nascido,106
GO,2000,Malformação não especificada do coração,84
GO,2000,Septicemia não especificada,43
GO,2000,Outras,794
GO,2001,Síndrome da angústia respiratória do recém-nascido,174
GO,2001,Insuficiência respiratória do recém-nascido,123
GO,2001,Septicemia bacteriana não especificada do recém-nascido,92
GO,2001,Malformação não especificada do coração,83
GO,2001,Infecção própria do período perinatal não especificada,40
GO,2001,Outras,765
GO,2002,Síndrome da angústia respiratória do recém-nascido,183
GO,2002,Septicemia bacteriana não especificada do recém-nascido,134
GO,2002,Insuficiência respiratória do recém-nascido,110
GO,2002,Malformação não especificada do coração,85
GO,2002,Pneumonia não especificada,38
GO,2002,Outras,820
GO,2003,Síndrome da angústia respiratória do recém-nascido,197
GO,2003,Insuficiência respiratória do recém-nascido,114
GO,2003,Septicemia bacteriana não especificada do recém-nascido,90
GO,2003,Malformação não especificada do coração,79
GO,2003,Infecção própria do período perinatal não especificada,33
GO,2003,Outras,819
GO,2004,Síndrome da angústia respiratória do recém-nascido,210
GO,2004,Malformação não especificada do coração,111
GO,2004,Septicemia bacteriana não especificada do recém-nascido,106
GO,2004,Insuficiência respiratória do recém-nascido,94
GO,2004,Aspiração neonatal de mecônio,48
GO,2004,Outras,798
GO,2005,Síndrome da angústia respiratória do recém-nascido,164
GO,2005,Septicemia bacteriana não especificada do recém-nascido,103
GO,2005,Insuficiência respiratória do recém-nascido,91
GO,2005,Malformação não especificada do coração,69
GO,2005,Aspiração neonatal de mecônio,41
GO,2005,Outras,780
GO,2006,Síndrome da angústia respiratória do recém-nascido,156
GO,2006,Septicemia bacteriana não especificada do recém-nascido,116
GO,2006,Malformação não especificada do coração,80
GO,2006,Infecção própria do período perinatal não especificada,36
GO,2006,Outras causas mal definidas e as não especificadas de mortalidade,31
GO,2006,Outras,727
GO,2007,Síndrome da angústia respiratória do recém-nascido,140
GO,2007,Septicemia bacteriana não especificada do recém-nascido,125
GO,2007,Malformação não especificada do coração,74
GO,2007,Infecção própria do período perinatal não especificada,46
GO,2007,Pneumonia não especificada,35
GO,2007,Outras,660
GO,2008,Síndrome da angústia respiratória do recém-nascido,137
GO,2008,Septicemia bacteriana não especificada do recém-nascido,105
GO,2008,Malformação não especificada do coração,76
GO,2008,Aspiração neonatal de mecônio,36
GO,2008,Outras causas mal definidas e as não especificadas de mortalidade,29
GO,2008,Outras,722
GO,2009,Síndrome da angústia respiratória do recém-nascido,134
GO,2009,Septicemia bacteriana não especificada do recém-nascido,117
GO,2009,Malformação não especificada do coração,77
GO,2009,Pneumonia não especificada,40
GO,2009,Aspiração neonatal de mecônio,30
GO,2009,Outras,637
GO,2010,Síndrome da angústia respiratória do recém-nascido,110
GO,2010,Septicemia bacteriana não especificada do recém-nascido,88
GO,2010,Malformação não especificada do coração,57
GO,2010,Aspiração neonatal de mecônio,43
GO,2010,Pneumonia não especificada,29
GO,2010,Outras,640
GO,2011,Septicemia bacteriana não especificada do recém-nascido,114
GO,2011,Síndrome da angústia respiratória do recém-nascido,91
GO,2011,Malformação não especificada do coração,72
GO,2011,Aspiração neonatal de mecônio,34
GO,2011,Feto e recém-nascido afetados por corioamnionite,23
GO,2011,Outras,768
GO,2012,Síndrome da angústia respiratória do recém-nascido,118
GO,2012,Septicemia bacteriana não especificada do recém-nascido,104
GO,2012,Malformação não especificada do coração,91
GO,2012,Aspiração neonatal de mecônio,32
GO,2012,Pneumonia congênita não especificada,29
GO,2012,Outras,784
GO,2013,Septicemia bacteriana não especificada do recém-nascido,100
GO,2013,Síndrome da angústia respiratória do recém-nascido,99
GO,2013,Malformação não especificada do coração,71
GO,2013,Aspiração neonatal de mecônio,34
GO,2013,Pneumonia não especificada,33
GO,2013,Outras,804
GO,2014,Síndrome da angústia respiratória do recém-nascido,86
GO,2014,Septicemia bacteriana não especificada do recém-nascido,83
GO,2014,Malformação não especificada do coração,69
GO,2014,Aspiração neonatal de mecônio,31
GO,2014,Feto e recém-nascido afetados por transtornos maternos hipertensivos,31
GO,2014,Outras,778
GO,2015,Septicemia bacteriana não especificada do recém-nascido,110
GO,2015,Síndrome da angústia respiratória do recém-nascido,67
GO,2015,Malformação não especificada do coração,62
GO,2015,Feto e recém-nascido afetados por ruptura prematura das membranas,35
GO,2015,Feto e recém-nascido afetados por transtornos maternos hipertensivos,34
GO,2015,Outras,787
DF,2000,Síndrome da angústia respiratória do recém-nascido,123
DF,2000,Insuficiência respiratória do recém-nascido,59
DF,2000,Malformação não especificada do coração,50
DF,2000,"Asfixia ao nascer, não especificada",48
DF,2000,Outras septicemias bacterianas do recém-nascido,34
DF,2000,Outras,665
DF,2001,Síndrome da angústia respiratória do recém-nascido,129
DF,2001,Insuficiência respiratória do recém-nascido,84
DF,2001,Outras septicemias bacterianas do recém-nascido,53
DF,2001,Malformação não especificada do coração,50
DF,2001,"Asfixia ao nascer, não especificada",38
DF,2001,Outras,638
DF,2002,Síndrome da angústia respiratória do recém-nascido,135
DF,2002,Insuficiência respiratória do recém-nascido,52
DF,2002,Malformação não especificada do coração,48
DF,2002,Outras septicemias bacterianas do recém-nascido,35
DF,2002,Diarréia e gastroenterite de origem infecciosa presumível,34
DF,2002,Outras,582
DF,2003,Síndrome da angústia respiratória do recém-nascido,112
DF,2003,Recém-nascido com peso muito baixo,62
DF,2003,"Asfixia ao nascer, não especificada",60
DF,2003,Malformação não especificada do coração,59
DF,2003,Outras septicemias bacterianas do recém-nascido,43
DF,2003,Outras,547
DF,2004,Síndrome da angústia respiratória do recém-nascido,77
DF,2004,Malformação não especificada do coração,54
DF,2004,Outras septicemias bacterianas do recém-nascido,49
DF,2004,"Asfixia ao nascer, não especificada",45
DF,2004,Asfixia grave ao nascer,36
DF,2004,Outras,622
DF,2005,Recém-nascido com peso muito baixo,65
DF,2005,Síndrome da angústia respiratória do recém-nascido,62
DF,2005,Septicemia bacteriana não especificada do recém-nascido,58
DF,2005,Malformação não especificada do coração,46
DF,2005,Pneumonia não especificada,24
DF,2005,Outras,612
DF,2006,Recém-nascido com peso muito baixo,86
DF,2006,Septicemia bacteriana não especificada do recém-nascido,66
DF,2006,Síndrome da angústia respiratória do recém-nascido,43
DF,2006,Malformação não especificada do coração,33
DF,2006,Pneumonia congênita não especificada,25
DF,2006,Outras,557
DF,2007,Recém-nascido com peso muito baixo,63
DF,2007,Septicemia bacteriana não especificada do recém-nascido,41
DF,2007,Síndrome da angústia respiratória do recém-nascido,39
DF,2007,Malformação não especificada do coração,34
DF,2007,"Malformações congênitas múltiplas, não classificadas em outra parte",28
DF,2007,Outras,509
DF,2008,Recém-nascido com peso muito baixo,74
DF,2008,Síndrome da angústia respiratória do recém-nascido,47
DF,2008,Malformação não especificada do coração,43
DF,2008,Septicemia bacteriana não especificada do recém-nascido,34
DF,2008,Asfixia grave ao nascer,31
DF,2008,Outras,498
DF,2009,Síndrome da angústia respiratória do recém-nascido,51
DF,2009,Recém-nascido com peso muito baixo,45
DF,2009,Malformação não especificada do coração,34
DF,2009,Feto e recém-nascido afetados por transtornos maternos hipertensivos,30
DF,2009,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,23
DF,2009,Outras,546
DF,2010,Síndrome da angústia respiratória do recém-nascido,52
DF,2010,Recém-nascido com peso muito baixo,51
DF,2010,Malformação não especificada do coração,47
DF,2010,Infecção própria do período perinatal não especificada,27
DF,2010,Asfixia grave ao nascer,26
DF,2010,Outras,558
DF,2011,Malformação não especificada do coração,43
DF,2011,Recém-nascido com peso muito baixo,40
DF,2011,Síndrome da angústia respiratória do recém-nascido,33
DF,2011,Feto e recém-nascido afetados por transtornos maternos hipertensivos,32
DF,2011,Septicemia bacteriana não especificada do recém-nascido,31
DF,2011,Outras,545
DF,2012,Septicemia bacteriana não especificada do recém-nascido,40
DF,2012,Feto e recém-nascido afetados por transtornos maternos hipertensivos,39
DF,2012,Recém-nascido com peso muito baixo,33
DF,2012,Síndrome da angústia respiratória do recém-nascido,31
DF,2012,Malformação não especificada do coração,26
DF,2012,Outras,586
DF,2013,Feto e recém-nascido afetados por transtornos maternos hipertensivos,53
DF,2013,Septicemia bacteriana não especificada do recém-nascido,45
DF,2013,Recém-nascido com peso muito baixo,40
DF,2013,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,35
DF,2013,Síndrome da angústia respiratória do recém-nascido,31
DF,2013,Outras,580
DF,2014,Septicemia bacteriana não especificada do recém-nascido,45
DF,2014,Feto e recém-nascido afetados por transtornos maternos hipertensivos,42
DF,2014,Recém-nascido com peso muito baixo,37
DF,2014,Síndrome da angústia respiratória do recém-nascido,30
DF,2014,Feto e recém-nascido afetados por corioamnionite,29
DF,2014,Outras,564
DF,2015,Septicemia bacteriana não especificada do recém-nascido,41
DF,2015,Feto e recém-nascido afetados por transtornos maternos hipertensivos,40
DF,2015,Feto e recém-nascido afetados por incompetência do colo uterino,29
DF,2015,Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias,27
DF,2015,Feto e recém-nascido afetados por ruptura prematura das membranas,27
DF,2015,Outras,497
